ID;CECO;OI;SUCURSAL;DEPARTAMENTO;MUNICIPIO;LOCALIDAD;DIRECCION_SUCURSAL;TELEFONO_SUCURSAL;CORREO_SUCURSAL;NOMBRE_CONTACTO;TELEFONO_CONTACTO;CORREO_CONTACTO;Aseo;Cafeteria;Higienicos;EPP;Dotación;Maquinaria
9936;;;106-CAMA CENTRO AMAR ENGATIVA;11;11001;1518;Carrera 122 A No 63 L 44 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9937;;;CENTRO CRECER ANGELES ;11;11001;1519;Calle 71 A # 95 - 31;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9938;;;121408-JINF-SDIS-VILLA CRISTINA;11;11001;1520;KR 95 G 91 A 22;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9939;;;122176-JINF-SDIS-LA PAJARA PINTA;11;11001;1521;KR 117 A 69 C 91;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9940;;;122188-JINF-SDIS-LOS SAUCES;11;11001;1522;CL 69 121 29;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9941;;;122714 JINF SDIS NOC La Pajara Pinta;11;11001;1523;KR 117 A 69 C 91;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9942;;;Comunidad de Vida El Camino;11;11001;1524;CARRERA 69 No. 47 - 87;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9943;;;Casa de la Sabiduría el Bosque;11;11001;1525;Cra 69 # 47-43;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9944;;;Casa de la Sabiduría Luz de Esperanza;11;11001;1526;CL 63 L 124 38;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9945;;;Casa de la Sabiduría Cerezos;11;11001;1527;KR 87 A 88 20;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9946;;;CENTRO INTEGRAL DE PROTECCIÓN RENACER ;11;11001;1528;Carrera 77Bis No. 64i-50;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9947;;;CENTRO AVANZAR GRUPO 1;11;11001;1529;Carrera 77Bis No. 64i-50;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9948;;;90-JINF-SDIS-EL PORTAL-;11;11001;1530;TV 124 18 A 79;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9949;;;91-JINF-SDIS-RAFAEL POMBO-;11;11001;1531;CRA 97  A 19-11;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9950;;;92-JINF-SDIS-LA GIRALDA-;11;11001;1532;CL 23 104 B 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9951;;;CENTRO CRECER FONTIBON;11;11001;1533;Calle 22 F N. 106 – 26;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9952;;;121106-AMAR-NA-FONTIBON-;11;11001;1534;Calle 18 No. 102-15 Piso 2 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9953;;;121595-JINF-SDIS-SABANA GRANDE-;11;11001;1535;KR 106 15 A 32;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9954;;;121671-JINF-SDIS-SHURS UREK KUSREIK YA;11;11001;1536;DG 15 D 98 40;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9955;;;121675-JINF-SDIS-LA CABAÑA  FONTIBON-;11;11001;1537;CL 23 G 104 A BIS  44;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9956;;;122312-JINF-SDIS-OSO DE ANTEOJOS;11;11001;1538;KR 100 23 22;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9957;;;122422-JINF-SDIS-RESO-LA CABAÑA FONTIBON ;11;11001;1539;CL 23 G 104 A BIS  44;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9958;;;122717 JINF SDIS NOC Rafael Pombo;11;11001;1540;CRA 97  A 19-11;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9959;;;122720 JINF SDIS NOC Oso De Anteojos;11;11001;1541;KR 100 23 22;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9960;;;122721 JINF SDIS NOCT Sabana Grande;11;11001;1542;KR 106 15 A 32;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9961;;;Casa de la Sabiduría Amarú;11;11001;1543;Calle 17 A # 96 C - 63;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9962;;;79-JINF-SDIS-LUISA DE MARILLAC-;11;11001;1544;CL 38 A SUR 86 F 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9963;;;80-JINF-SDIS-PATIO BONITO SATELITE-;11;11001;1545;KR 87 # 5 B 21;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9964;;;CENTRO CRECER CAMPO ALEGRE CALANDAIMA;11;11001;1546;Carrera 88 # 6A- 36;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9965;;;117888-JINF-SDIS-JAIRO ANIBAL NIÑO;11;11001;1547;KR 87D 39 10 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9966;;;121449-JINF-SDIS-EL CARACOL-;11;11001;1548;KR 95 A 34 76 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9967;;;121624-JINF-SDIS-SEMILLAS DEL FUTURO-;11;11001;1549;CL 5 A 86 A 34;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9968;;;121686-JINF-SDIS-BRISAS DE ALEGRIA;11;11001;1550;CL 41 SUR 94 12;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9969;;;121687-JINF-SDIS-JUEGOS Y AVENTURAS;11;11001;1551;KR 98 A 42 13 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9970;;;121699-JINF-SDIS-CASITA DE ILUSIONES;11;11001;1552;CL 41 SUR 94 04;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9971;;;121705-JINF-SDIS-AMIGUITOS POR SIEMPRE;11;11001;1553;KR 91 42 A 31 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9972;;;121741-JINF-SDIS-RISITAS INFANTILES PATIO BONITO-;11;11001;1554;KR 86 D 39 A 05 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9973;;;121793-JINF-SDIS-ATRAPAESTRELLAS;11;11001;1555;CL 38 A SUR 86 F 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9974;;;121885-JINF-SDIS-CONSTRUYENDO SUEÑOS;11;11001;1556;CL 39 SUR 89 C 37;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9975;;;122079-JINF-SDIS-TINTALITO;11;11001;1557;KR 86 B 42 F 03 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9976;;;122080-JINF-SDIS-PARAISO;11;11001;1558;CL 39 SUR 89 C 37;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9977;;;122425-JINF-SDIS-RESO-CASITA DE ILUSIONES ;11;11001;1559;CL 41 SUR 94 04;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9978;;;122427-JINF-SDIS-RESO-SEMILLAS DEL FUTURO ;11;11001;1560;CL 5 A 86 A 34;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9979;;;122432-JINF-SDIS-RESO-TINTALITO ;11;11001;1561;KR 86 B 42 F 03 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9980;;;122745 JINF SDIS NOC El Caracol;11;11001;1562;KR 95 A 34 76 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9981;;;122746 JINF SDIS NOC Amiguitos Por Siempre;11;11001;1563;KR 91 42 A 31 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9982;;;122755 JINF SDIS NOC Patio Bonito Satelite;11;11001;1564;KR 87 # 5 B 21;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9983;;;75-JINF-SDIS-CIUDAD DE BOGOTA-;11;11001;1565;AK 80 43 43 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9984;;;81-JINF-SDIS-PIO XII-;11;11001;1566;KR 79 D 6 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9985;;;87-AMAR-NA-CORABASTOS;11;11001;1567;AK 80 43 43 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9986;;;121110-JINF-SDIS-VISION DE COLOMBIA-;11;11001;1568;KR 79 G 13 09;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9987;;;121243-JINF-SDIS-LA IGUALDAD-;11;11001;1569;CL 2 68 A 80;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9988;;;121626-JINF-SDIS-CRECIENDO FELICES-;11;11001;1570;CL 50 A SUR 80 A 40;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9989;;;121715-JINF-SDIS-KHPI´SX ZXUUNWE´SX (LOS NIETOS Del TRUENO;11;11001;1571;KR 80 F 42 46 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9990;;;122074-JINF-SDIS-BRITALIA;11;11001;1572;CL 55 80 J 17 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9991;;;122075-JINF-SDIS-CLASS;11;11001;1573;CL 57 B SUR 80 H 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9992;;;122175-JINF-SDIS-METRO;11;11001;1574;KR 88 C 43 47 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9993;;;122177-JINF-SDIS-MATERILE LIRE LO;11;11001;1575;AK 80 43 43 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9994;;;122428-JINF-SDIS-RESO-CRECIENDO FELICES ;11;11001;1576;CL 50 A SUR 80 A 40;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9995;;;122429-JINF-SDIS-RESO-MATERILE LIRE LO ;11;11001;1577;AK 80 43 43 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9996;;;122431-JINF-SDIS-RESO-PIO XII ;11;11001;1578;KR 79 D 6 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9997;;;122724 JINF SDIS NOC Ciudad De Bogota;11;11001;1579;AK 80 43 43 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9998;;;122725 JINF SDIS NOC La Igualdad;11;11001;1580;CL 2 68 A 80;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
9999;;;122730 JINF SDIS NOC Britalia;11;11001;1581;CL 55 80 J 17 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10000;;;122747 JINF SDIS NOC Metro;11;11001;1582;KR 88 C 43 47 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10001;;;122753 JINF SDIS NOC Vision De Colombia;11;11001;1583;KR 79 G 13 09;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10002;;;73-JINF-SDIS-ARGELIA-;11;11001;1584;CL 39 B SUR 72 G 62;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10003;;;76-JINF-SDIS-DELICIAS-;11;11001;1585;CLL 44 SUR  72 B 81;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10004;;;78-JINF-SDIS-KENNEDY SALACUNA-;11;11001;1586;CL 40 C SUR 79 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10005;;;121109-JINF-SDIS-VILLA RICA-;11;11001;1587;KR 77 K BIS A 50 64 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10006;;;121627-JINF-SDIS-LAS VOCES DE LOS NIÑOS-;11;11001;1588;KR 78 M 57 H 12 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10007;;;121628-JINF-SDIS-CREADORES DE SUEÑOS-;11;11001;1589;KR 72 L BIS 48 B 51 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10008;;;121732-JINF-SDIS-LUCERNA;11;11001;1590;CL 38 D SUR 72 Q 91;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10009;;;121740-JINF-SDIS-ALQUERIA DE LA FRAGUA-;11;11001;1591;KR 68 A 36 25 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10010;;;122073-JINF-SDIS-AMAS DE CASA JACKELINE;11;11001;1592;KR 77 Q 45 A 11 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10011;;;122077-JINF-SDIS-LA UNIDAD;11;11001;1593;CL 57 D SUR 77 I 85;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10012;;;122078-JINF-SDIS-PERPETUO SOCORRO;11;11001;1594;CL 50 SUR 78 18;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10013;;;122174-JINF-SDIS-AFROBOGOTANO KENNEDY;11;11001;1595;KR 74 42 G 52 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10014;;;CENTRO INTEGRARTE EXTERNO GRUPO 11 KENNEDY ;11;11001;1596;KR 74 42 G 52 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10015;;;122423-JINF-SDIS-RESO-LUCERNA ;11;11001;1597;CL 38 D SUR 72 Q 91;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10016;;;122424-JINF-SDIS-RESO-KENNEDY SALACUNA ;11;11001;1598;CL 40 C SUR 79 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10017;;;122727 JINF SDIS NOC Argelia;11;11001;1599;CL 39 B SUR 72 G 62;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10018;;;122728 JINF SDIS NOC Perpetuo Socorro;11;11001;1600;CL 50 SUR 78 18;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10019;;;Casa de la Sabiduría Caminos de Vida;11;11001;1601;Calle 55 Sur # 79 C - 19;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10020;;;Casa de la Sabiduría Andares;11;11001;1602;KR 71 G 6 D 22;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10021;;;218-JINF-SDIS-JORGE BEJARANO-;11;11001;1603;CL 10 29 48;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10022;;;222-AMAR-NA-MARTIRES I-;11;11001;1604;Calle 20 No. 18 A - 51 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10023;;;224-AMAR-NA-MARTIRES II-;11;11001;1605;Cra 15 No. 18 - 37 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10024;;;CADIS - CENTRO DE ATENCIÓN  DISTRITAL PARA LA INCLUSIÓN SOCIAL ;11;11001;1606;Av. Calle 1 N. 24 b-26;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10025;;;CENTRO CRECER MARTIRES ;11;11001;1607;Av. Calle 1 N. 24 b-26;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10026;;;121581-JINF-SDIS-NUEVOS PASOS-;11;11001;1608;CL 5 A 26 A 17;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10027;;;121703-JINF-SDIS-LOS MARTIRES PAYACUA;11;11001;1609;KR 25 A 11 09;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10028;;;121873-JINF-SDIS-ESPERANZA;11;11001;1610;"DG 7 BIS 14 35

DIAGONAL 7 BIS 14 29 (cto arrendamiento)";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10029;;; CENTRO PROTEGER ÁLVARO LÓPEZ PARDO;11;11001;1611; CARRERA 11 B # 11 - 44 SUR  ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10030;;;CENTRO PROTEGER CURNN;11;11001;1612;AVENIDA CALLE 1 24C - 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10031;;;122191-JINF-SDIS-SAMPER MENDOZA;11;11001;1613;KR 23 22 A 62;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10032;;;122283-JINF-SDIS-EDUARDO SANTOS-;11;11001;1614;Calle 2 # 17 A 07;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10033;;;122355-JIN-NOCTURNO-NOCHES MAGICAS DE SAMPER;11;11001;1615;KR 23 22 A 62;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10034;;;122742 JINF SDIS NOC Jorge Bejarano;11;11001;1616;CL 10 29 48;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10035;;;122743 JINF SDIS NOC Esperanza;11;11001;1617;"DG 7 BIS 14 35

DIAGONAL 7 BIS 14 29 (cto arrendamiento)";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10036;;;122744 JINF SDIS NOC Nuevos Pasos;11;11001;1618;CL 5 A 26 A 17;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10037;;;CENTRO DE AUTOCUIDADO LIBERIA;11;11001;1619;CARRERA 16 No. 10-28;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10038;;;Punto de entrega: Atención Humanitaria Población Emberá;11;11001;1620;CL 4 # 14-14;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10039;;;Hogar de Paso Día y Hogar de Paso Noche Bakatá;11;11001;1621;Cr 35 #10-69;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10040;;;Hogar de Paso Día y Hogar de Paso Noche Los Mártires;11;11001;1622;KR 18B # 23ª- 41;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10041;;;Servicio de Hogar de Paso Día para la Atención de Población Habitante de Calle Voto Nacional;11;11001;1623;Calle 12 No. 16-73;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10042;;;Casa de la Sabiduría mi Refugio;11;11001;1624;KR 18 B 22 D 40;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10043;;;Casa de la Sabiduria Sembrando Sueños;11;11001;1625;Carrera 18a # 3A 27;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10044;;;232-JINF-SDIS-BOCHICA MAYRABARAHONA RODRIGUEZ-;11;11001;1626;CL 1 A BIS 35 20;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10045;;;233-JINF-SDIS-CALIXTO TORRES-;11;11001;1627;KR 65 4 17;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10046;;;234-JINF-SDIS-ALCALA MUZU-;11;11001;1628;KR 52 37 05 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10047;;;235-JINF-SDIS-ANTONIO NARIÐO-;11;11001;1629;KR 59 17 60;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10048;;;237-JINF-SDIS-SALACUNA PRIMAVERA Y GORGONZOLA-;11;11001;1630;CL 4 D 40 55;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10049;;;238-JINF-SDIS-SATELITE PRIMAVERA-;11;11001;1631;KR 41 B 5 57;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10050;;;239-JINF-SDIS-TRINIDAD GALAN-;11;11001;1632;CL 4 B 59 80;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10051;;;121245-JINF-SDIS-CAMELIA-;11;11001;1633;TV 57 1 60 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10052;;;121613-JINF-SDIS-ASERRIN ASERRAN-;11;11001;1634;CL 9 SUR 35 A 04;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10053;;;122008-JINF-SDIS-SUEÑOS DE CUNA;11;11001;1635;CL 1 A BIS 35 20;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10054;;; CENTRO PROTEGER ANTONIA SANTOS ;11;11001;1636; CALLE 4 # 53 F- 18;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10055;;;CENTRO CRECER PUENTE ARANDA;11;11001;1637;Diagonal 2 No 57 A -39 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10056;;;CENTRO DE AUTOCUIDADO PUENTE ARANDA ;11;11001;1638;CARRERA 32 No. 12-35;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10057;;;122205-JINF-SDIS-LA ALEGRIA DE LA HOJA;11;11001;1639;KR 31 4 55;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10058;;;122434-JINF-SDIS-RESO-SATELITE PRIMAVERA ;11;11001;1640;KR 41 B 5 57;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10059;;;122632-JINF-SDIS-RESO-SALACUNA PRIMAVERA Y GORGONZOLA-;11;11001;1641;CL 4 D 40 55;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10060;;;122732 JINF SDIS NOC Calixto Torres;11;11001;1642;KR 65 4 17;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10061;;;122734 JINF SDIS NOC Antonio Nariðo;11;11001;1643;KR 59 17 60;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10062;;;122738 JINF SDIS NOC Trinidad Galan;11;11001;1644;CL 4 B 59 80;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10063;;;Centro de Desarrollo Integral y Diferencial - Proyecto de Vida;11;11001;1645;Cr 35 #10-69;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10064;;;Casa de la Sabiduría Monseñor Oscar A Romero;11;11001;1646;CRA 38 BIS # 9-65 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10065;;;251-JINF-SDIS-SOCORRO SUR-;11;11001;1647;KR 13 B 50 A 24 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10066;;;257-JINF-SDIS-PIJAOS-;11;11001;1648;KR 10 B 35 02 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10067;;;263-JINF-SDIS-ABRIENDO CAMINOS;11;11001;1649;TV 12 G 33 35 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10068;;;121535-JINF-SDIS-CHIQUITINES DEL BOSQUE-;11;11001;1650;KR 5 A BIS A 48 P 50 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10069;;;121634-JINF-SDIS-LUNA DEL SABER-;11;11001;1651;KR 2 B 48 Y 22 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10070;;;121714-JINF-SDIS-SUEÑOS Y SONRISAS -;11;11001;1652;Cr 12G 22B 61 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10071;;;122102-JINF-SDIS-CASTILLO DE SUEÑOS;11;11001;1653;CL 50 C SUR 11 B 22;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10072;;;122103-JINF-SDIS-EL REFUGIO;11;11001;1654;CL 48 P BIS C SUR 5 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10073;;;122105-JINF-SDIS-LAS LOMAS;11;11001;1655;DG 38 F SUR 11 B 24;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10074;;;122106-JINF-SDIS-LOS PRINCIPITOS;11;11001;1656;CL 49 B BIS SUR 5 U 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10075;;;122107-JINF-SDIS-MI PEQUEÑA CASITA;11;11001;1657;DG 48 Q 5 Z 20 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10076;;;122108-JINF-SDIS-MI PEQUEÑO HOGAR;11;11001;1658;CL 49 BIS SUR 5 D 59;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10077;;;122109-JINF-SDIS-MI TALLER CREATIVO;11;11001;1659;TV 1 B ESTE 49  20 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10078;;;122435-JINF-SDIS-RESO-LUNA DEL SABER ;11;11001;1660;KR 2 B 48 Y 22 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
